"@timestamp","_id","_ignored","_index","_score",assetId,"assetId.keyword",assetName,assetType,cmdbStatus,csuId,csuName,customerId,customerName,enrichmentIssue,enrichmentStatus,"kafka.topic","kafka.topic.keyword",l1Support,l1SupportName,l2Support,l2SupportName,lastPresence,"log.file.path","log.file.path.keyword","monitoredBy.createdAt","monitoredBy.instance.instanceName","monitoredBy.instance.instanceName.keyword","monitoredBy.instance.platformName","monitoredBy.instance.platformName.keyword","monitoredBy.updatedAt","monitoredBy.updatedBy","monitoredBy.updatedBy.keyword","monitoredBy_0_instanceName","monitoredBy_0_instanceName.keyword","monitoredBy_0_platformName","monitoredBy_0_platformName.keyword",monitoringAllowed,networkZone,offer,organization
"Jul 6 2026 @ 09:00:26.456","b-cDNp8Bwq2LDG-7ezyj","-","mib_ingest-2026.07.06","-",DF0042FB76,DF0042FB76,"fw-HEINEKEN-DEN_BOSCH-INET1",Equipment,Operational,DO0016K4A3,"MFWFN-HEINEKEN-DEN_BOSCH-INET",680918,"HEINEKEN INTERNATIONAL BV","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQC22,"CSO CAI CSD Heineken",ATQIS2,"ESC OPS Sec L2 Supp DSOC HKN","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0600.json","/tmp/mib_ingest/mib_ingest-20260706_0600.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 11:00:05.604",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,Internet,"MFW Fortinet NG",SECURITY
"Jul 6 2026 @ 09:00:12.441",lHgDNp8BJZ6TYHmtU0qh,"-","mib_ingest-2026.07.06","-",DF003VGE29,DF003VGE29,"fw-HENKEL-SINGAPORE-INET1",Equipment,Operational,DO001462AA,"MFWFN-HENKEL-SINGAPORE-INET",682029,"Henkel AG and Co KGAA","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQPSM,"ESC OPS SD L1 Proactive Security Monitoring",ATQISS,"ESC OPS Sec L2 Supp Global SOC (EUMA EG)","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0600.json","/tmp/mib_ingest/mib_ingest-20260706_0600.json","Apr 7 2026 @ 10:40:08.954","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 11:00:05.604",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,Internet,"MFW Fortinet NG",SECURITY
"Jul 6 2026 @ 05:00:12.771","YecnNZ8Bwq2LDG-7izpb","-","mib_ingest-2026.07.06","-",DF002SDE34,DF002SDE34,bva07wpicadisp1,Equipment,Operational,DO001FS286,"SQD-BMC-DISCO-PROD",683646,"ORANGE OCB SQWAD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQITG,"OCB CSD CSS-PHCI MRU L1",ATQIAU,"OCB CSD INS MRU L2 Automation","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0200.json","/tmp/mib_ingest/mib_ingest-20260706_0200.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 06:55:05.980",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SQD",SQUAD
"Jul 6 2026 @ 03:01:26.399","U-e6NJ8Bwq2LDG-7zTll","-","mib_ingest-2026.07.06","-",DF003ZUZ1E,DF003ZUZ1E,"msr2-esx03",Equipment,Operational,DO0007UKDA,"INFRA VIRTUALISEE PFS_Composants_T09",683650,"ORANGE CSO SCS MCS","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQITB,"ESC OPS SD L1 Monitoring CAI",ATQIPF,"ESC OPS PFS L2 MCS MRU","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"rah_charlebourg","Shared Hosting Infra FR",MCS
"Jul 6 2026 @ 03:01:26.399","VOe6NJ8Bwq2LDG-7zTll","-","mib_ingest-2026.07.06","-",DF001JZM69,DF001JZM69,"HENK-MIDS",Equipment,Operational,DO00112AC7,ORION,679,"EQUANT UK LTD","This asset has multiple attachments in DNT on differents L1 team, you must review the DNT definition",CRITICAL,"casa_mon_mib","casa_mon_mib",ATQIFM,"OCB CSD CSS-SHC EGY L1 SagemC",ATQIIB,"OCB CSD CIS-PHCI IND L2 FUSION","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SHC","SHARED CLOUD"
"Jul 6 2026 @ 03:01:26.399","Vee6NJ8Bwq2LDG-7zTlp","-","mib_ingest-2026.07.06","-",DF001VUE2A,DF001VUE2A,PXVP29CASANTP001,Equipment,Operational,DO00110YDF,"PF-UHP/RAZ-VDR",683646,"ORANGE OCB SQWAD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQFLX,"OCB CSD CSS-FE EGY L1 SD",ATQIIA,"OCB CSD SQD GLO L2 CASA","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SQD",SQUAD
"Jul 6 2026 @ 03:01:26.399","Vue6NJ8Bwq2LDG-7zTlp","-","mib_ingest-2026.07.06","-",DF002K4W76,DF002K4W76,LX03826D,Equipment,Operational,DO000T1M96,"AME SMILE FRANCE",660106,"EQUANT IT&S","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQIGE,"OCB CSD CSS-PHCI IND L1 ACE",ATQIHB,"OCB CSD CIS-PHCI GLO L2 OBSITB","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"ein_cesson","Hosting for OBS IT","PRIVATE AND HYBRID CLOUD INFRASTRUCTURE"
"Jul 6 2026 @ 03:01:26.399","V-e6NJ8Bwq2LDG-7zTlq","-","mib_ingest-2026.07.06","-",DF0047V41E,DF0047V41E,"bva07-collect-jqf51-core_sw21b",Equipment,Operational,DO0018UYE9,"Normandie collect inet Connectivity",683646,"ORANGE OCB SQWAD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQIH3,"OCB CSD CSS-MS EGY L1 SD",ATQIIL,"OCB CSD CIS-WLS GLO L2","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-CIS","WAN LAN SERVICES"
"Jul 6 2026 @ 03:01:26.399","WOe6NJ8Bwq2LDG-7zTlq","-","mib_ingest-2026.07.06","-",DF001HFW7C,DF001HFW7C,"utm-SINGAPORE_AIRLINES-FRA-INTRA",Equipment,"Cancellation in progress",DO000AM294,"csu-utm-SINGAPORE_AIRLINES-FRA-INTRA",60,"SINGAPORE AIRLINES LIMITED","Events from this asset will be not shown to L1 Team due to his status in CMDB (Cancellation in progress), you should review it",WARNING,"casa_mon_mib","casa_mon_mib",ATQPSM,"ESC OPS SD L1 Proactive Security Monitoring",ATQISS,"ESC OPS Sec L2 Supp Global SOC (EUMA EG)","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,Internet,"Unified Defense",SECURITY
"Jul 6 2026 @ 03:01:25.397","ROe6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF004FLW5B,DF004FLW5B,VSTEIPPRVTBDD01,Equipment,Operational,DO000ZGEB9,"STEFIT-MAPP-ORDONNANCEUR-PREPRD",4947839,"STEF INFORMATION ET TECHNOLOGIES","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQITG,"OCB CSD CSS-PHCI MRU L1",ATQIF1,"OCB CSD CIS-PHCI MRU L2 GRDF","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","May 4 2026 @ 18:28:50.691","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428","nasir.boodhun@orange.com","nasir.boodhun@orange.com","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"stef_it_vdr","Private Cloud","PRIVATE AND HYBRID CLOUD INFRASTRUCTURE"
"Jul 6 2026 @ 03:01:25.397","Ree6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF004YPY14,DF004YPY14,v011m00tlbinfrapi11,Equipment,"Production in progress",DO0014RLD4,"PF-NGP-VdR-Lab-GLOBAL NGP",683649,"ORANGE OCB SHARED CLOUD","Events from this asset will be not shown to L1 Team due to his status in CMDB (Production in progress), you should review it",WARNING,"casa_mon_mib","casa_mon_mib",ATQILR,"OCB CSD CIS-SHC GLO L3 NGP SYS",ATQI99,"OCB CSD CIS-SHC GLO L3 Devops","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","May 12 2026 @ 12:50:11.316","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SHC","SHARED CLOUD"
"Jul 6 2026 @ 03:01:25.397","Rue6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF004LA909,DF004LA909,"bva07-ngp_prd-cnx92-oobm_sw103",Equipment,Operational,DO00147RCA,"PF-NGP-VdR-Prod-LAN",683649,"ORANGE OCB SHARED CLOUD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQIFM,"OCB CSD CSS-SHC EGY L1 SagemC",ATQIIL,"OCB CSD CIS-WLS GLO L2","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SHC","SHARED CLOUD"
"Jul 6 2026 @ 03:01:25.397","R-e6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF003SXB30,DF003SXB30,VPA4AMCASCZVM01,Equipment,Operational,DO00133ECC,"PF-AMCOR-ASC-PA4-SYS",677992,"AMCOR GROUP GMBH","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQIH3,"OCB CSD CSS-MS EGY L1 SD",ATQII5,"OCB CSD CIS-PHCI IND L2 AMCOR","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-MS","MANAGED SERVICES"
"Jul 6 2026 @ 03:01:25.397","SOe6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF003X357E,DF003X357E,"fw-OCB_HONEY-ST_DENIS_PA3-CC1",Equipment,Operational,DO001492AA,"MFWFN-OCB_HONEY-ST_DENIS_PA3-CC",686826,"ORANGE OCB PUBLIC CLOUD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQPSM,"ESC OPS SD L1 Proactive Security Monitoring",ATQISE,"ESC OPS Sec L2 Supp MRU (MRU)","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,Internet,"MFW Fortinet NG",SECURITY
"Jul 6 2026 @ 03:01:25.397","See6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF00427R66,DF00427R66,"SRV-GS-NMD-ELK_INDEXING_12",Equipment,Operational,DO0014KKD3,"SECULOGS-GS-NMD",683651,"ORANGE CSO SCS SECURITY","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQGIS,"COCKPIT SECURISE",194GAT,"OCD OPS ISS Support DEV GATE","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,Internet,"Security Event Intelligence",SECURITY
"Jul 6 2026 @ 03:01:25.397","Sue6NJ8Bwq2LDG-7yTmX","-","mib_ingest-2026.07.06","-",DF004JVK6F,DF004JVK6F,vpr01svcsmtp01,Equipment,Operational,DO00146VCE,"PF-NGP-VdR-Prod-NGP Service Zone",683649,"ORANGE OCB SHARED CLOUD","Status OK in CMDB",OK,"casa_mon_mib","casa_mon_mib",ATQIFM,"OCB CSD CSS-SHC EGY L1 SagemC",ATQIMU,"OCB CSD CIS-SHC POL L2 NGP SYS","Jul 5 2026 @ 03:00:00.000","/tmp/mib_ingest/mib_ingest-20260706_0001.json","/tmp/mib_ingest/mib_ingest-20260706_0001.json","Apr 1 2026 @ 13:35:08.857","Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2","Jul 6 2026 @ 05:00:06.428",system,system,"Zabbix_CASA_01","Zabbix_CASA_01","Zabbix_CASA_V2","Zabbix_CASA_V2",true,"Cesson_Default","Cloud Infra Platform-SHC","SHARED CLOUD"
